num,name,sex,departmentCode,joblevelCode,skillCode,telephone,birthdate,postal,address
90000069,BATCH-000069,M,100001,7,4,263000069,19700311,140200,LGCNS DEVON BATCH
90000070,BATCH-000070,M,100001,7,4,263000070,19700312,140200,LGCNS DEVON BATCH
90000071,BATCH-000071,M,100001,7,4,263000071,19700313,140200,LGCNS DEVON BATCH
90000072,BATCH-000072,M,100001,7,4,263000072,19700314,140200,LGCNS DEVON BATCH
90000073,BATCH-000073,M,100001,7,4,263000073,19700315,140200,LGCNS DEVON BATCH
90000074,BATCH-000074,F,100001,7,4,263000074,19700316,140200,LGCNS DEVON BATCH
90000075,BATCH-000075,M,100001,7,4,263000075,19700317,140200,LGCNS DEVON BATCH
90000076,BATCH-000076,F,100001,7,4,263000076,19700318,140200,LGCNS DEVON BATCH
90000077,BATCH-000077,M,100001,7,4,263000077,19700319,140200,LGCNS DEVON BATCH
90000078,BATCH-000078,F,100001,7,4,263000078,19700320,140200,LGCNS DEVON BATCH
90000079,BATCH-000079,F,100001,7,4,263000079,19700321,140200,LGCNS DEVON BATCH
90000080,BATCH-000080,M,100001,7,4,263000080,19700322,140200,LGCNS DEVON BATCH
90000081,BATCH-000081,M,100001,7,4,263000081,19700323,140200,LGCNS DEVON BATCH
90000082,BATCH-000082,M,100001,7,4,263000082,19700324,140200,LGCNS DEVON BATCH
90000083,BATCH-000083,F,100001,7,4,263000083,19700325,140200,LGCNS DEVON BATCH
90000084,BATCH-000084,M,100001,7,4,263000084,19700326,140200,LGCNS DEVON BATCH
90000085,BATCH-000085,F,100001,7,4,263000085,19700327,140200,LGCNS DEVON BATCH
90000086,BATCH-000086,M,100001,7,4,263000086,19700328,140200,LGCNS DEVON BATCH
90000087,BATCH-000087,M,100001,7,4,263000087,19700329,140200,LGCNS DEVON BATCH
90000088,BATCH-000088,M,100001,7,4,263000088,19700330,140200,LGCNS DEVON BATCH
90000089,BATCH-000089,F,100001,7,4,263000089,19700331,140200,LGCNS DEVON BATCH
90000090,BATCH-000090,M,100001,7,4,263000090,19700401,140200,LGCNS DEVON BATCH
90000091,BATCH-000091,F,100001,7,4,263000091,19700402,140200,LGCNS DEVON BATCH
90000092,BATCH-000092,F,100001,7,4,263000092,19700403,140200,LGCNS DEVON BATCH
90000093,BATCH-000093,F,100001,7,4,263000093,19700404,140200,LGCNS DEVON BATCH
90000094,BATCH-000094,F,100001,7,4,263000094,19700405,140200,LGCNS DEVON BATCH
90000095,BATCH-000095,M,100001,7,4,263000095,19700406,140200,LGCNS DEVON BATCH
90000096,BATCH-000096,F,100001,7,4,263000096,19700407,140200,LGCNS DEVON BATCH
90000097,BATCH-000097,M,100001,7,4,263000097,19700408,140200,LGCNS DEVON BATCH
90000098,BATCH-000098,M,100001,7,4,263000098,19700409,140200,LGCNS DEVON BATCH
90000099,BATCH-000099,M,100001,7,4,263000099,19700410,140200,LGCNS DEVON BATCH
90000100,BATCH-000100,M,100001,7,4,263000100,19700411,140200,LGCNS DEVON BATCH
90000101,BATCH-000101,F,100001,7,4,263000101,19700412,140200,LGCNS DEVON BATCH
90000102,BATCH-000102,F,100001,7,4,263000102,19700413,140200,LGCNS DEVON BATCH
90000103,BATCH-000103,F,100001,7,4,263000103,19700414,140200,LGCNS DEVON BATCH
90000104,BATCH-000104,M,100001,7,4,263000104,19700415,140200,LGCNS DEVON BATCH
90000105,BATCH-000105,M,100001,7,4,263000105,19700416,140200,LGCNS DEVON BATCH
90000106,BATCH-000106,M,100001,7,4,263000106,19700417,140200,LGCNS DEVON BATCH
90000107,BATCH-000107,M,100001,7,4,263000107,19700418,140200,LGCNS DEVON BATCH
90000108,BATCH-000108,M,100001,7,4,263000108,19700419,140200,LGCNS DEVON BATCH
90000109,BATCH-000109,M,100001,7,4,263000109,19700420,140200,LGCNS DEVON BATCH
90000110,BATCH-000110,M,100001,7,4,263000110,19700421,140200,LGCNS DEVON BATCH
90000111,BATCH-000111,M,100001,7,4,263000111,19700422,140200,LGCNS DEVON BATCH
90000112,BATCH-000112,M,100001,7,4,263000112,19700423,140200,LGCNS DEVON BATCH
90000113,BATCH-000113,M,100001,7,4,263000113,19700424,140200,LGCNS DEVON BATCH
90000114,BATCH-000114,F,100001,7,4,263000114,19700425,140200,LGCNS DEVON BATCH
90000115,BATCH-000115,M,100001,7,4,263000115,19700426,140200,LGCNS DEVON BATCH
90000116,BATCH-000116,F,100001,7,4,263000116,19700427,140200,LGCNS DEVON BATCH
90000117,BATCH-000117,M,100001,7,4,263000117,19700428,140200,LGCNS DEVON BATCH
90000118,BATCH-000118,M,100001,7,4,263000118,19700429,140200,LGCNS DEVON BATCH
90000119,BATCH-000119,M,100001,7,4,263000119,19700430,140200,LGCNS DEVON BATCH
90000120,BATCH-000120,F,100001,7,4,263000120,19700501,140200,LGCNS DEVON BATCH
90000121,BATCH-000121,M,100001,7,4,263000121,19700502,140200,LGCNS DEVON BATCH
90000122,BATCH-000122,F,100001,7,4,263000122,19700503,140200,LGCNS DEVON BATCH
90000123,BATCH-000123,M,100001,7,4,263000123,19700504,140200,LGCNS DEVON BATCH
90000124,BATCH-000124,F,100001,7,4,263000124,19700505,140200,LGCNS DEVON BATCH
90000125,BATCH-000125,M,100001,7,4,263000125,19700506,140200,LGCNS DEVON BATCH
90000126,BATCH-000126,F,100001,7,4,263000126,19700507,140200,LGCNS DEVON BATCH
90000127,BATCH-000127,F,100001,7,4,263000127,19700508,140200,LGCNS DEVON BATCH
90000128,BATCH-000128,F,100001,7,4,263000128,19700509,140200,LGCNS DEVON BATCH
90000129,BATCH-000129,M,100001,7,4,263000129,19700510,140200,LGCNS DEVON BATCH
90000130,BATCH-000130,M,100001,7,4,263000130,19700511,140200,LGCNS DEVON BATCH
90000131,BATCH-000131,M,100001,7,4,263000131,19700512,140200,LGCNS DEVON BATCH
90000132,BATCH-000132,F,100001,7,4,263000132,19700513,140200,LGCNS DEVON BATCH
90000133,BATCH-000133,F,100001,7,4,263000133,19700514,140200,LGCNS DEVON BATCH
90000134,BATCH-000134,M,100001,7,4,263000134,19700515,140200,LGCNS DEVON BATCH
90000135,BATCH-000135,F,100001,7,4,263000135,19700516,140200,LGCNS DEVON BATCH
90000136,BATCH-000136,F,100001,7,4,263000136,19700517,140200,LGCNS DEVON BATCH
90000137,BATCH-000137,F,100001,7,4,263000137,19700518,140200,LGCNS DEVON BATCH
90000138,BATCH-000138,M,100001,7,4,263000138,19700519,140200,LGCNS DEVON BATCH
90000139,BATCH-000139,M,100001,7,4,263000139,19700520,140200,LGCNS DEVON BATCH
90000140,BATCH-000140,F,100001,7,4,263000140,19700521,140200,LGCNS DEVON BATCH
90000141,BATCH-000141,M,100001,7,4,263000141,19700522,140200,LGCNS DEVON BATCH
90000142,BATCH-000142,M,100001,7,4,263000142,19700523,140200,LGCNS DEVON BATCH
90000143,BATCH-000143,F,100001,7,4,263000143,19700524,140200,LGCNS DEVON BATCH
90000144,BATCH-000144,F,100001,7,4,263000144,19700525,140200,LGCNS DEVON BATCH
90000145,BATCH-000145,M,100001,7,4,263000145,19700526,140200,LGCNS DEVON BATCH
90000146,BATCH-000146,F,100001,7,4,263000146,19700527,140200,LGCNS DEVON BATCH
90000147,BATCH-000147,M,100001,7,4,263000147,19700528,140200,LGCNS DEVON BATCH
90000148,BATCH-000148,M,100001,7,4,263000148,19700529,140200,LGCNS DEVON BATCH
90000149,BATCH-000149,M,100001,7,4,263000149,19700530,140200,LGCNS DEVON BATCH
90000150,BATCH-000150,M,100001,7,4,263000150,19700531,140200,LGCNS DEVON BATCH
90000151,BATCH-000151,M,100001,7,4,263000151,19700601,140200,LGCNS DEVON BATCH
90000152,BATCH-000152,M,100001,7,4,263000152,19700602,140200,LGCNS DEVON BATCH
90000153,BATCH-000153,F,100001,7,4,263000153,19700603,140200,LGCNS DEVON BATCH
90000154,BATCH-000154,F,100001,7,4,263000154,19700604,140200,LGCNS DEVON BATCH
90000155,BATCH-000155,M,100001,7,4,263000155,19700605,140200,LGCNS DEVON BATCH
90000156,BATCH-000156,F,100001,7,4,263000156,19700606,140200,LGCNS DEVON BATCH
90000157,BATCH-000157,M,100001,7,4,263000157,19700607,140200,LGCNS DEVON BATCH
90000158,BATCH-000158,M,100001,7,4,263000158,19700608,140200,LGCNS DEVON BATCH
90000159,BATCH-000159,M,100001,7,4,263000159,19700609,140200,LGCNS DEVON BATCH
90000160,BATCH-000160,M,100001,7,4,263000160,19700610,140200,LGCNS DEVON BATCH
90000161,BATCH-000161,F,100001,7,4,263000161,19700611,140200,LGCNS DEVON BATCH
90000162,BATCH-000162,F,100001,7,4,263000162,19700612,140200,LGCNS DEVON BATCH
90000163,BATCH-000163,M,100001,7,4,263000163,19700613,140200,LGCNS DEVON BATCH
90000164,BATCH-000164,F,100001,7,4,263000164,19700614,140200,LGCNS DEVON BATCH
90000165,BATCH-000165,F,100001,7,4,263000165,19700615,140200,LGCNS DEVON BATCH
90000166,BATCH-000166,F,100001,7,4,263000166,19700616,140200,LGCNS DEVON BATCH
90000167,BATCH-000167,F,100001,7,4,263000167,19700617,140200,LGCNS DEVON BATCH
90000168,BATCH-000168,M,100001,7,4,263000168,19700618,140200,LGCNS DEVON BATCH
90000169,BATCH-000169,M,100001,7,4,263000169,19700619,140200,LGCNS DEVON BATCH
90000170,BATCH-000170,F,100001,7,4,263000170,19700620,140200,LGCNS DEVON BATCH
90000171,BATCH-000171,M,100001,7,4,263000171,19700621,140200,LGCNS DEVON BATCH
90000172,BATCH-000172,M,100001,7,4,263000172,19700622,140200,LGCNS DEVON BATCH
90000173,BATCH-000173,F,100001,7,4,263000173,19700623,140200,LGCNS DEVON BATCH
90000174,BATCH-000174,F,100001,7,4,263000174,19700624,140200,LGCNS DEVON BATCH
90000175,BATCH-000175,F,100001,7,4,263000175,19700625,140200,LGCNS DEVON BATCH
90000176,BATCH-000176,F,100001,7,4,263000176,19700626,140200,LGCNS DEVON BATCH
90000177,BATCH-000177,F,100001,7,4,263000177,19700627,140200,LGCNS DEVON BATCH
90000178,BATCH-000178,M,100001,7,4,263000178,19700628,140200,LGCNS DEVON BATCH
90000179,BATCH-000179,F,100001,7,4,263000179,19700629,140200,LGCNS DEVON BATCH
90000180,BATCH-000180,M,100001,7,4,263000180,19700630,140200,LGCNS DEVON BATCH
90000181,BATCH-000181,F,100001,7,4,263000181,19700701,140200,LGCNS DEVON BATCH
90000182,BATCH-000182,M,100001,7,4,263000182,19700702,140200,LGCNS DEVON BATCH
90000183,BATCH-000183,M,100001,7,4,263000183,19700703,140200,LGCNS DEVON BATCH
90000184,BATCH-000184,M,100001,7,4,263000184,19700704,140200,LGCNS DEVON BATCH
90000185,BATCH-000185,M,100001,7,4,263000185,19700705,140200,LGCNS DEVON BATCH
90000186,BATCH-000186,M,100001,7,4,263000186,19700706,140200,LGCNS DEVON BATCH
90000187,BATCH-000187,M,100001,7,4,263000187,19700707,140200,LGCNS DEVON BATCH
90000188,BATCH-000188,M,100001,7,4,263000188,19700708,140200,LGCNS DEVON BATCH
90000189,BATCH-000189,M,100001,7,4,263000189,19700709,140200,LGCNS DEVON BATCH
90000190,BATCH-000190,F,100001,7,4,263000190,19700710,140200,LGCNS DEVON BATCH
90000191,BATCH-000191,F,100001,7,4,263000191,19700711,140200,LGCNS DEVON BATCH
90000192,BATCH-000192,F,100001,7,4,263000192,19700712,140200,LGCNS DEVON BATCH
90000193,BATCH-000193,F,100001,7,4,263000193,19700713,140200,LGCNS DEVON BATCH
90000194,BATCH-000194,M,100001,7,4,263000194,19700714,140200,LGCNS DEVON BATCH
90000195,BATCH-000195,F,100001,7,4,263000195,19700715,140200,LGCNS DEVON BATCH
90000196,BATCH-000196,F,100001,7,4,263000196,19700716,140200,LGCNS DEVON BATCH
90000197,BATCH-000197,F,100001,7,4,263000197,19700717,140200,LGCNS DEVON BATCH
90000198,BATCH-000198,M,100001,7,4,263000198,19700718,140200,LGCNS DEVON BATCH
90000199,BATCH-000199,F,100001,7,4,263000199,19700719,140200,LGCNS DEVON BATCH
90000200,BATCH-000200,F,100001,7,4,263000200,19700720,140200,LGCNS DEVON BATCH
90000201,BATCH-000201,M,100001,7,4,263000201,19700721,140200,LGCNS DEVON BATCH
90000202,BATCH-000202,F,100001,7,4,263000202,19700722,140200,LGCNS DEVON BATCH
90000203,BATCH-000203,M,100001,7,4,263000203,19700723,140200,LGCNS DEVON BATCH
90000204,BATCH-000204,M,100001,7,4,263000204,19700724,140200,LGCNS DEVON BATCH
90000205,BATCH-000205,M,100001,7,4,263000205,19700725,140200,LGCNS DEVON BATCH
90000206,BATCH-000206,F,100001,7,4,263000206,19700726,140200,LGCNS DEVON BATCH
90000207,BATCH-000207,M,100001,7,4,263000207,19700727,140200,LGCNS DEVON BATCH
90000208,BATCH-000208,F,100001,7,4,263000208,19700728,140200,LGCNS DEVON BATCH
90000209,BATCH-000209,M,100001,7,4,263000209,19700729,140200,LGCNS DEVON BATCH
90000210,BATCH-000210,M,100001,7,4,263000210,19700730,140200,LGCNS DEVON BATCH
90000211,BATCH-000211,F,100001,7,4,263000211,19700731,140200,LGCNS DEVON BATCH
90000212,BATCH-000212,M,100001,7,4,263000212,19700801,140200,LGCNS DEVON BATCH
90000213,BATCH-000213,F,100001,7,4,263000213,19700802,140200,LGCNS DEVON BATCH
90000214,BATCH-000214,F,100001,7,4,263000214,19700803,140200,LGCNS DEVON BATCH
90000215,BATCH-000215,F,100001,7,4,263000215,19700804,140200,LGCNS DEVON BATCH
90000216,BATCH-000216,F,100001,7,4,263000216,19700805,140200,LGCNS DEVON BATCH
90000217,BATCH-000217,F,100001,7,4,263000217,19700806,140200,LGCNS DEVON BATCH
90000218,BATCH-000218,F,100001,7,4,263000218,19700807,140200,LGCNS DEVON BATCH
90000219,BATCH-000219,F,100001,7,4,263000219,19700808,140200,LGCNS DEVON BATCH
90000220,BATCH-000220,F,100001,7,4,263000220,19700809,140200,LGCNS DEVON BATCH
90000221,BATCH-000221,M,100001,7,4,263000221,19700810,140200,LGCNS DEVON BATCH
90000222,BATCH-000222,F,100001,7,4,263000222,19700811,140200,LGCNS DEVON BATCH
90000223,BATCH-000223,M,100001,7,4,263000223,19700812,140200,LGCNS DEVON BATCH
90000224,BATCH-000224,F,100001,7,4,263000224,19700813,140200,LGCNS DEVON BATCH
90000225,BATCH-000225,M,100001,7,4,263000225,19700814,140200,LGCNS DEVON BATCH
90000226,BATCH-000226,M,100001,7,4,263000226,19700815,140200,LGCNS DEVON BATCH
90000227,BATCH-000227,F,100001,7,4,263000227,19700816,140200,LGCNS DEVON BATCH
90000228,BATCH-000228,M,100001,7,4,263000228,19700817,140200,LGCNS DEVON BATCH
90000229,BATCH-000229,F,100001,7,4,263000229,19700818,140200,LGCNS DEVON BATCH
90000230,BATCH-000230,F,100001,7,4,263000230,19700819,140200,LGCNS DEVON BATCH
90000231,BATCH-000231,F,100001,7,4,263000231,19700820,140200,LGCNS DEVON BATCH
90000232,BATCH-000232,M,100001,7,4,263000232,19700821,140200,LGCNS DEVON BATCH
90000233,BATCH-000233,F,100001,7,4,263000233,19700822,140200,LGCNS DEVON BATCH
90000234,BATCH-000234,M,100001,7,4,263000234,19700823,140200,LGCNS DEVON BATCH
90000235,BATCH-000235,M,100001,7,4,263000235,19700824,140200,LGCNS DEVON BATCH
90000236,BATCH-000236,M,100001,7,4,263000236,19700825,140200,LGCNS DEVON BATCH
90000237,BATCH-000237,F,100001,7,4,263000237,19700826,140200,LGCNS DEVON BATCH
90000238,BATCH-000238,F,100001,7,4,263000238,19700827,140200,LGCNS DEVON BATCH
90000239,BATCH-000239,F,100001,7,4,263000239,19700828,140200,LGCNS DEVON BATCH
90000240,BATCH-000240,M,100001,7,4,263000240,19700829,140200,LGCNS DEVON BATCH
90000241,BATCH-000241,M,100001,7,4,263000241,19700830,140200,LGCNS DEVON BATCH
90000242,BATCH-000242,F,100001,7,4,263000242,19700831,140200,LGCNS DEVON BATCH
90000243,BATCH-000243,M,100001,7,4,263000243,19700901,140200,LGCNS DEVON BATCH
90000244,BATCH-000244,F,100001,7,4,263000244,19700902,140200,LGCNS DEVON BATCH
90000245,BATCH-000245,F,100001,7,4,263000245,19700903,140200,LGCNS DEVON BATCH
90000246,BATCH-000246,F,100001,7,4,263000246,19700904,140200,LGCNS DEVON BATCH
90000247,BATCH-000247,F,100001,7,4,263000247,19700905,140200,LGCNS DEVON BATCH
90000248,BATCH-000248,M,100001,7,4,263000248,19700906,140200,LGCNS DEVON BATCH
90000249,BATCH-000249,F,100001,7,4,263000249,19700907,140200,LGCNS DEVON BATCH
90000250,BATCH-000250,F,100001,7,4,263000250,19700908,140200,LGCNS DEVON BATCH
90000251,BATCH-000251,F,100001,7,4,263000251,19700909,140200,LGCNS DEVON BATCH
90000252,BATCH-000252,F,100001,7,4,263000252,19700910,140200,LGCNS DEVON BATCH
90000253,BATCH-000253,F,100001,7,4,263000253,19700911,140200,LGCNS DEVON BATCH
90000254,BATCH-000254,M,100001,7,4,263000254,19700912,140200,LGCNS DEVON BATCH
90000255,BATCH-000255,F,100001,7,4,263000255,19700913,140200,LGCNS DEVON BATCH
90000256,BATCH-000256,M,100001,7,4,263000256,19700914,140200,LGCNS DEVON BATCH
90000257,BATCH-000257,F,100001,7,4,263000257,19700915,140200,LGCNS DEVON BATCH
90000258,BATCH-000258,M,100001,7,4,263000258,19700916,140200,LGCNS DEVON BATCH
90000259,BATCH-000259,F,100001,7,4,263000259,19700917,140200,LGCNS DEVON BATCH
90000260,BATCH-000260,M,100001,7,4,263000260,19700918,140200,LGCNS DEVON BATCH
90000261,BATCH-000261,M,100001,7,4,263000261,19700919,140200,LGCNS DEVON BATCH
90000262,BATCH-000262,M,100001,7,4,263000262,19700920,140200,LGCNS DEVON BATCH
90000263,BATCH-000263,M,100001,7,4,263000263,19700921,140200,LGCNS DEVON BATCH
90000264,BATCH-000264,F,100001,7,4,263000264,19700922,140200,LGCNS DEVON BATCH
90000265,BATCH-000265,F,100001,7,4,263000265,19700923,140200,LGCNS DEVON BATCH
90000266,BATCH-000266,M,100001,7,4,263000266,19700924,140200,LGCNS DEVON BATCH
90000267,BATCH-000267,M,100001,7,4,263000267,19700925,140200,LGCNS DEVON BATCH
90000268,BATCH-000268,F,100001,7,4,263000268,19700926,140200,LGCNS DEVON BATCH
90000269,BATCH-000269,F,100001,7,4,263000269,19700927,140200,LGCNS DEVON BATCH
90000270,BATCH-000270,M,100001,7,4,263000270,19700928,140200,LGCNS DEVON BATCH
90000271,BATCH-000271,F,100001,7,4,263000271,19700929,140200,LGCNS DEVON BATCH
90000272,BATCH-000272,F,100001,7,4,263000272,19700930,140200,LGCNS DEVON BATCH
90000273,BATCH-000273,F,100001,7,4,263000273,19701001,140200,LGCNS DEVON BATCH
90000274,BATCH-000274,F,100001,7,4,263000274,19701002,140200,LGCNS DEVON BATCH
90000275,BATCH-000275,F,100001,7,4,263000275,19701003,140200,LGCNS DEVON BATCH
90000276,BATCH-000276,M,100001,7,4,263000276,19701004,140200,LGCNS DEVON BATCH
90000277,BATCH-000277,F,100001,7,4,263000277,19701005,140200,LGCNS DEVON BATCH
90000278,BATCH-000278,F,100001,7,4,263000278,19701006,140200,LGCNS DEVON BATCH
90000279,BATCH-000279,M,100001,7,4,263000279,19701007,140200,LGCNS DEVON BATCH
90000280,BATCH-000280,M,100001,7,4,263000280,19701008,140200,LGCNS DEVON BATCH
90000281,BATCH-000281,F,100001,7,4,263000281,19701009,140200,LGCNS DEVON BATCH
90000282,BATCH-000282,M,100001,7,4,263000282,19701010,140200,LGCNS DEVON BATCH
90000283,BATCH-000283,F,100001,7,4,263000283,19701011,140200,LGCNS DEVON BATCH
90000284,BATCH-000284,F,100001,7,4,263000284,19701012,140200,LGCNS DEVON BATCH
90000285,BATCH-000285,F,100001,7,4,263000285,19701013,140200,LGCNS DEVON BATCH
90000286,BATCH-000286,M,100001,7,4,263000286,19701014,140200,LGCNS DEVON BATCH
90000287,BATCH-000287,F,100001,7,4,263000287,19701015,140200,LGCNS DEVON BATCH
90000288,BATCH-000288,F,100001,7,4,263000288,19701016,140200,LGCNS DEVON BATCH
90000289,BATCH-000289,M,100001,7,4,263000289,19701017,140200,LGCNS DEVON BATCH
90000290,BATCH-000290,M,100001,7,4,263000290,19701018,140200,LGCNS DEVON BATCH
90000291,BATCH-000291,F,100001,7,4,263000291,19701019,140200,LGCNS DEVON BATCH
90000292,BATCH-000292,M,100001,7,4,263000292,19701020,140200,LGCNS DEVON BATCH
90000293,BATCH-000293,F,100001,7,4,263000293,19701021,140200,LGCNS DEVON BATCH
90000294,BATCH-000294,M,100001,7,4,263000294,19701022,140200,LGCNS DEVON BATCH
90000295,BATCH-000295,F,100001,7,4,263000295,19701023,140200,LGCNS DEVON BATCH
90000296,BATCH-000296,M,100001,7,4,263000296,19701024,140200,LGCNS DEVON BATCH
90000297,BATCH-000297,M,100001,7,4,263000297,19701025,140200,LGCNS DEVON BATCH
90000298,BATCH-000298,F,100001,7,4,263000298,19701026,140200,LGCNS DEVON BATCH
90000299,BATCH-000299,F,100001,7,4,263000299,19701027,140200,LGCNS DEVON BATCH
90000300,BATCH-000300,F,100001,7,4,263000300,19701028,140200,LGCNS DEVON BATCH
90000301,BATCH-000301,M,100001,7,4,263000301,19701029,140200,LGCNS DEVON BATCH
